kernel,output_mode,index_dtype,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,sparse,-,16384,256,8,softmax,0,float32,backward_raw,0.015687999725341798,0.07978432178497315,5.085691176810297,3475.6471796669434,683.4168766509413
topk,sparse,-,16384,384,6,softmax,0,float32,forward,0.062325439453125,0.42352191925048827,6.7953298519301955,1312.2880274516717,193.11616301877083
topk,sparse,-,16384,384,6,softmax,0,float32,backward_raw,0.023312959671020508,0.11424192428588867,4.900361253912289,3508.3030706594,715.9274365453128
topk,sparse,-,16384,512,10,softmax,0,float32,forward,0.1732979202270508,0.40188095092773435,2.3190177377847325,629.274164728133,271.3537522698098
topk,sparse,-,16384,512,10,softmax,0,float32,backward_raw,0.042919678688049315,0.15082143783569335,3.5140393042524924,2540.8369152205405,723.0530723278373
topk,sparse,-,16384,512,22,softmax,0,float32,forward,0.6897721862792969,0.40632606506347657,0.5890728462903697,158.098436221729,268.38520433820514
topk,sparse,-,16384,512,22,softmax,0,float32,backward_raw,0.04318848133087158,0.15104928016662597,3.4974436588640674,2525.022891278387,721.9624210039419
topk,sparse,-,16384,896,16,softmax,0,float32,forward,0.6612572479248047,0.5148575973510742,0.7786040893567968,288.60300979521605,370.6672155210877
topk,sparse,-,16384,896,16,softmax,0,float32,backward_raw,0.10441503524780274,0.2786950492858887,2.6691084155119644,1827.7140983296842,684.7657771065508
topk,sparse,-,16384,2304,16,softmax,0,float32,forward,2.1718858337402343,0.9483590698242188,0.4366523576384476,225.94814164559517,517.4554486951434
topk,sparse,-,16384,2304,16,softmax,0,float32,backward_raw,0.8940512084960938,0.7316815948486328,0.8183889109432703,548.8875394793945,670.6927869376309
topk,sparse,-,16384,2304,36,softmax,0,float32,forward,11.907069091796876,1.0296995544433594,0.0864780028153821,41.21363235710797,476.57937296601386
topk,sparse,-,16384,2304,36,softmax,0,float32,backward_raw,0.8946665954589844,0.7318089294433594,0.8179683170890322,548.5099929859821,670.5760865384218
topk,sparse,-,65536,256,8,softmax,0,float32,forward,0.24477567672729492,0.9574156951904297,3.9114004626247585,891.0354611867334,227.8047133503689
topk,sparse,-,65536,256,8,softmax,0,float32,backward_raw,0.0697545623779297,0.32724735260009763,4.691411449577648,3126.731794521414,666.4799768954186
topk,sparse,-,65536,384,6,softmax,0,float32,forward,0.2234111976623535,1.6786537170410156,7.513740289678782,1464.365776752327,194.8917210731714
topk,sparse,-,65536,384,6,softmax,0,float32,backward_raw,0.10041536331176758,0.5027215957641602,5.006421121072085,3258.024481614965,650.7691628061215
topk,sparse,-,65536,512,10,softmax,0,float32,forward,0.6281436920166016,1.9364646911621093,3.08283712114541,694.4392207451654,225.2597829388893
topk,sparse,-,65536,512,10,softmax,0,float32,backward_raw,0.14996576309204102,0.6576780700683593,4.385521445082845,2908.7146759776024,663.2540080812796
topk,sparse,-,65536,512,22,softmax,0,float32,forward,2.5516175842285156,1.9611097717285155,0.7685751124502692,170.95336648257495,222.42896460381615
topk,sparse,-,65536,512,22,softmax,0,float32,backward_raw,0.14931872367858887,0.6583074951171874,4.408740437228794,2921.3189428202213,662.6198535417697
topk,sparse,-,65536,896,16,softmax,0,float32,forward,2.4282357788085935,2.4115338134765625,0.9931217695259289,314.3695248467765,316.54680673936116
topk,sparse,-,65536,896,16,softmax,0,float32,backward_raw,0.40852481842041016,1.1234345245361328,2.749978639926874,1868.5849514641432,679.4907147038173
topk,sparse,-,65536,2304,16,softmax,0,float32,forward,8.208757934570313,3.827686767578125,0.4662930492149401,239.1268310804136,512.8252104186672
topk,sparse,-,65536,2304,16,softmax,0,float32,backward_raw,3.5494744873046873,2.814547119140625,0.7929475558163165,553.0210962272798,697.4245549668926
topk,sparse,-,65536,2304,36,softmax,0,float32,forward,45.3582861328125,4.216506652832031,0.09296000824382517,43.27620021295293,465.5356752921494
